ÅS∫≈	ÕÍ◊ÍæÆ…Ó	≤π–ƒ∫£∞Œ	∂œøÈ	µÿ≤„√˚≥∆	…∞≤„◊È	∂•…Ó	ÕÍ◊ÍæÆ…Ó
”¢9-2-B4	1425	3138.53	C	N21	K31	965	1026
”¢9-2-B4	1425	3138.53	C	N21	K32	1026	1034
”¢9-2-B4	1425	3138.53	B	N22	K28	1034	1071
”¢9-2-B4	1425	3138.53	B	N22	K29	1071	1125
”¢9-2-B4	1425	3138.53	B	N22	K210	1125	1187
”¢9-2-B4	1425	3138.53	B	N22	K211	1187	1225
”¢9-2-B4	1425	3138.53	B	N22	K212	1225	1284
”¢9-2-B4	1425	3138.53	B	N21	K3	1284	1340
”¢9-2-B4	1425	3138.53	B	N22	K31	1340	1398
”¢9-2-B4	1425	3138.53	B	N22	K32	1398	1425
”¢9-2-B5	1600	3138.53	C	N22	K26	532	580
”¢9-2-B5	1600	3138.53	C	N22	K27	580	631
”¢9-2-B5	1600	3138.53	C	N22	K28	631	689
”¢9-2-B5	1600	3138.53	C	N22	K29	689	743
”¢9-2-B5	1600	3138.53	C	N22	K210	743	807
”¢9-2-B5	1600	3138.53	C	N22	K211	807	849
”¢9-2-B5	1600	3138.53	C	N22	K212	849	904
”¢9-2-B5	1600	3138.53	C	N21	K3	904	964
”¢9-2-B5	1600	3138.53	C	N21	K31	964	1024
”¢9-2-B5	1600	3138.53	C	N21	K32	1024	1028
”¢9-2-B5	1600	3138.53	B	N22	K28	1028	1063
”¢9-2-B5	1600	3138.53	B	N22	K29	1063	1116
”¢9-2-B5	1600	3138.53	B	N22	K210	1116	1178
”¢9-2-B5	1600	3138.53	B	N22	K211	1178	1216
”¢9-2-B5	1600	3138.53	B	N22	K212	1216	1276
”¢9-2-B5	1600	3138.53	B	N21	K3	1276	1336
”¢9-2-B5	1600	3138.53	B	N21	K31	1336	1392
”¢9-2-B5	1600	3138.53	B	N21	K32	1392	1440
”¢9-2-B5	1600	3138.53	B	N21	K33	1440	1494
”¢9-2-B5	1600	3138.53	B	N21	K34	1494	1542
”¢9-2-B5	1600	3138.53	B	N21	K35	1542	1600
”¢9-3-B5	1530	3122.19	C	N22	K26	546	594
”¢9-3-B5	1530	3122.19	C	N22	K27	594	652
”¢9-3-B5	1530	3122.19	C	N22	K28	652	713
”¢9-3-B5	1530	3122.19	C	N22	K29	713	766
”¢9-3-B5	1530	3122.19	C	N22	K210	766	822
”¢9-3-B5	1530	3122.19	C	N22	K211	822	862
”¢9-3-B5	1530	3122.19	C	N22	K212	862	927
”¢9-3-B5	1530	3122.19	C	N21	K3	927	987
”¢9-3-B5	1530	3122.19	C	N21	K31	987	1044
”¢9-3-B5	1530	3122.19	C	N21	K32	1044	1089
”¢9-3-B5	1530	3122.19	C	N21	K33	1089	1138
”¢9-3-B5	1530	3122.19	C	N21	K34	1138	1189
”¢9-3-B5	1530	3122.19	C	N21	K35	1189	1255
”¢9-3-B5	1530	3122.19	C	N21	K36	1255	1287
”¢9-3-B5	1530	3122.19	B	N21	K31	1287	1340
”¢9-3-B5	1530	3122.19	B	N21	K32	1340	1394
”¢9-3-B5	1530	3122.19	B	N21	K33	1394	1443
”¢9-3-B5	1530	3122.19	B	N21	K34	1443	1484
”¢9-3-B5	1530	3122.19	B	N21	K35	1484	1530
”¢9-4-A5	1620	3096.42	C	N22	K26	492	545
”¢9-4-A5	1620	3096.42	C	N22	K27	545	594
”¢9-4-A5	1620	3096.42	C	N22	K28	594	650
”¢9-4-A5	1620	3096.42	C	N22	K29	650	701
”¢9-4-A5	1620	3096.42	C	N22	K210	701	765
”¢9-4-A5	1620	3096.42	C	N22	K211	765	808
”¢9-4-A5	1620	3096.42	C	N22	K212	808	870
”¢9-4-A5	1620	3096.42	C	N21	K3	870	932
”¢9-4-A5	1620	3096.42	C	N21	K31	932	1000
”¢9-4-A5	1620	3096.42	B	N22	K28	1000	1063
”¢9-4-A5	1620	3096.42	B	N22	K29	1063	1116
”¢9-4-A5	1620	3096.42	B	N22	K210	1116	1177
”¢9-4-A5	1620	3096.42	B	N22	K211	1177	1217
”¢9-4-A5	1620	3096.42	B	N22	K212	1217	1277
”¢9-4-A5	1620	3096.42	B	N21	K3	1277	1319
”¢9-4-A5	1620	3096.42	C	N21	K3	1319	1379
”¢9-4-A5	1620	3096.42	C	N21	K31	1379	1437
”¢9-4-A5	1620	3096.42	C	N21	K32	1437	1483
”¢9-4-A5	1620	3096.42	C	N21	K33	1483	1537
”¢9-4-A5	1620	3096.42	C	N21	K34	1537	1586
”¢9-4-A5	1620	3096.42	C	N21	K35	1586	1620
”¢9-4-A6	1845	3096.42	C	N22	K26	491	545
”¢9-4-A6	1845	3096.42	C	N22	K27	545	594
”¢9-4-A6	1845	3096.42	C	N22	K28	594	648
”¢9-4-A6	1845	3096.42	C	N22	K29	648	701
”¢9-4-A6	1845	3096.42	C	N22	K210	701	764
”¢9-4-A6	1845	3096.42	C	N22	K211	764	808
”¢9-4-A6	1845	3096.42	C	N22	K212	808	870
”¢9-4-A6	1845	3096.42	C	N21	K3	870	929
”¢9-4-A6	1845	3096.42	C	N21	K31	929	1003
”¢9-4-A6	1845	3096.42	B	N22	K28	1003	1067
”¢9-4-A6	1845	3096.42	B	N22	K29	1067	1120
”¢9-4-A6	1845	3096.42	B	N22	K210	1120	1180
”¢9-4-A6	1845	3096.42	B	N22	K211	1180	1219
”¢9-4-A6	1845	3096.42	B	N22	K212	1219	1282
”¢9-4-A6	1845	3096.42	B	N21	K3	1282	1323
”¢9-4-A6	1845	3096.42	A	N21	K3	1323	1381
”¢9-4-A6	1845	3096.42	A	N21	K31	1381	1440
”¢9-4-A6	1845	3096.42	A	N21	K32	1440	1487
”¢9-4-A6	1845	3096.42	A	N21	K33	1487	1540
”¢9-4-A6	1845	3096.42	A	N21	K34	1540	1590
”¢9-4-A6	1845	3096.42	A	N21	K35	1590	1662
”¢9-4-A6	1845	3096.42	A	N21	K36	1662	1740
”¢9-4-A6	1845	3096.42	A	N21	K37	1740	1819
”¢9-4-A6	1845	3096.42	A	N21	K4	1819	1845
”¢9-4-B1	1110	3096.42	C	N22	K26	490	542
”¢9-4-B1	1110	3096.42	C	N22	K27	542	592
”¢9-4-B1	1110	3096.42	C	N22	K28	592	649
”¢9-4-B1	1110	3096.42	C	N22	K29	649	702
”¢9-4-B1	1110	3096.42	C	N22	K210	702	760
”¢9-4-B1	1110	3096.42	C	N22	K211	760	806
”¢9-4-B1	1110	3096.42	C	N22	K212	806	868
”¢9-4-B1	1110	3096.42	C	N21	K3	868	930
”¢9-4-B1	1110	3096.42	C	N21	K31	930	1000
”¢9-4-B1	1110	3096.42	B	N22	K28	1000	1062
”¢9-4-B1	1110	3096.42	B	N22	K29	1062	1110
”¢9-4-B2	1230	3096.42	C	N22	K26	492	542
”¢9-4-B2	1230	3096.42	C	N22	K27	542	592
”¢9-4-B2	1230	3096.42	C	N22	K28	592	648
”¢9-4-B2	1230	3096.42	C	N22	K29	648	701
”¢9-4-B2	1230	3096.42	C	N22	K210	701	760
”¢9-4-B2	1230	3096.42	C	N22	K211	760	807
”¢9-4-B2	1230	3096.42	C	N22	K212	807	867
”¢9-4-B2	1230	3096.42	C	N22	K3	867	928
”¢9-4-B2	1230	3096.42	C	N21	K31	928	999
”¢9-4-B2	1230	3096.42	B	N22	K28	999	1062
”¢9-4-B2	1230	3096.42	B	N22	K29	1062	1110
”¢9-4-B2	1230	3096.42	B	N22	K210	1110	1175
”¢9-4-B2	1230	3096.42	B	N22	K211	1175	1230
”¢9-4-B3	1325	3096.42	C	N22	K26	492	546
”¢9-4-B3	1325	3096.42	C	N22	K27	546	594
”¢9-4-B3	1325	3096.42	C	N22	K28	594	649
”¢9-4-B3	1325	3096.42	C	N22	K29	649	701
”¢9-4-B3	1325	3096.42	C	N22	K210	701	764
”¢9-4-B3	1325	3096.42	C	N22	K211	764	809
”¢9-4-B3	1325	3096.42	C	N22	K212	809	870
”¢9-4-B3	1325	3096.42	C	N21	K3	870	932
”¢9-4-B3	1325	3096.42	C	N21	K31	932	1002
”¢9-4-B3	1325	3096.42	B	N22	K28	1002	1066
”¢9-4-B3	1325	3096.42	B	N22	K29	1066	1116
”¢9-4-B3	1325	3096.42	B	N22	K210	1116	1180
”¢9-4-B3	1325	3096.42	B	N22	K211	1180	1219
”¢9-4-B3	1325	3096.42	B	N22	K212	1219	1281
”¢9-4-B3	1325	3096.42	B	N21	K3	1281	1325
”¢9-5-B6	1820	3160.62	C	N22	K26	552	598
”¢9-5-B6	1820	3160.62	C	N22	K27	598	648
”¢9-5-B6	1820	3160.62	C	N22	K28	648	710
”¢9-5-B6	1820	3160.62	C	N22	K29	710	759
”¢9-5-B6	1820	3160.62	C	N22	K210	759	814
”¢9-5-B6	1820	3160.62	C	N22	K211	814	858
”¢9-5-B6	1820	3160.62	C	N22	K212	858	918
”¢9-5-B6	1820	3160.62	C	N21	K3	918	976
”¢9-5-B6	1820	3160.62	C	N21	K31	976	1036
”¢9-5-B6	1820	3160.62	C	N21	K32	1036	1082
”¢9-5-B6	1820	3160.62	C	N21	K33	1082	1134
”¢9-5-B6	1820	3160.62	C	N21	K34	1134	1179
”¢9-5-B6	1820	3160.62	C	N21	K35	1179	1246
”¢9-5-B6	1820	3160.62	C	N21	K36	1246	1327
”¢9-5-B6	1820	3160.62	C	N21	K37	1327	1424
”¢9-5-B6	1820	3160.62	B	N21	K34	1424	1475
”¢9-5-B6	1820	3160.62	B	N21	K35	1475	1544
”¢9-5-B6	1820	3160.62	B	N21	K36	1544	1627
”¢9-5-B6	1820	3160.62	B	N21	K37	1627	1701
”¢9-5-B6	1820	3160.62	B	N21	K4	1701	1770
”¢9-5-B6	1820	3160.62	B	N21	K41	1770	1820
”¢9-6-A1	1120	3072.76	B	N22	K26	538	589
”¢9-6-A1	1120	3072.76	B	N22	K27	589	641
”¢9-6-A1	1120	3072.76	B	N22	K28	641	693
”¢9-6-A1	1120	3072.76	B	N22	K29	693	743
”¢9-6-A1	1120	3072.76	B	N22	K210	743	849
”¢9-6-A1	1120	3072.76	A	N22	K25	849	931
”¢9-6-A1	1120	3072.76	A	N22	K26	931	982
”¢9-6-A1	1120	3072.76	A	N22	K27	982	1030
”¢9-6-A1	1120	3072.76	A	N22	K28	1030	1081
”¢9-6-A1	1120	3072.76	A	N22	K29	1081	1120
”¢9-6-A2	1265	3072.76	C	N22	K26	539	590
”¢9-6-A2	1265	3072.76	C	N22	K27	590	642
”¢9-6-A2	1265	3072.76	C	N22	K28	642	695
”¢9-6-A2	1265	3072.76	C	N22	K29	695	744
”¢9-6-A2	1265	3072.76	C	N22	K210	744	850
”¢9-6-A2	1265	3072.76	B	N22	K25	850	931
”¢9-6-A2	1265	3072.76	B	N22	K26	931	982
”¢9-6-A2	1265	3072.76	B	N22	K27	982	1030
”¢9-6-A2	1265	3072.76	B	N22	K28	1030	1080
”¢9-6-A2	1265	3072.76	B	N22	K29	1080	1132
”¢9-6-A2	1265	3072.76	B	N22	K210	1132	1194
”¢9-6-A2	1265	3072.76	B	N22	K211	1194	1216
”¢9-6-A2	1265	3072.76	A	N22	K211	1216	1265
”¢9-6-A3	1370	3067.76	C	N22	K26	540	592
”¢9-6-A3	1370	3067.76	C	N22	K27	592	644
”¢9-6-A3	1370	3067.76	C	N22	K28	644	697
”¢9-6-A3	1370	3067.76	C	N22	K29	697	748
”¢9-6-A3	1370	3067.76	C	N22	K210	748	848
”¢9-6-A3	1370	3067.76	B	N22	K25	848	932
”¢9-6-A3	1370	3067.76	B	N22	K26	932	984
”¢9-6-A3	1370	3067.76	B	N22	K27	984	1030
”¢9-6-A3	1370	3067.76	B	N22	K28	1030	1080
”¢9-6-A3	1370	3067.76	B	N22	K29	1080	1131
”¢9-6-A3	1370	3067.76	B	N22	K210	1131	1192
”¢9-6-A3	1370	3067.76	B	N22	K211	1192	1214
”¢9-6-A3	1370	3067.76	A	N22	K211	1214	1258
”¢9-6-A3	1370	3067.76	A	N22	K212	1258	1318
”¢9-6-A3	1370	3067.76	A	N21	K3	1318	1370
”¢9-8	1825	3019.1	YX	N22	YX	1657	1825
”¢∂´102	2250	3134.91	C	N22	K26	554	605
”¢∂´102	2250	3134.91	C	N22	K27	605	658
”¢∂´102	2250	3134.91	C	N22	K28	658	722
”¢∂´102	2250	3134.91	C	N22	K29	722	772
”¢∂´102	2250	3134.91	C	N22	K210	772	832
”¢∂´102	2250	3134.91	C	N22	K211	832	871
”¢∂´102	2250	3134.91	C	N22	K212	871	934
”¢∂´102	2250	3134.91	C	N21	K3	934	991
”¢∂´102	2250	3134.91	C	N21	K31	991	1048
”¢∂´102	2250	3134.91	C	N21	K32	1048	1096
”¢∂´102	2250	3134.91	C	N21	K33	1096	1146
”¢∂´102	2250	3134.91	C	N21	K34	1146	1192
”¢∂´102	2250	3134.91	C	N21	K35	1192	1257
”¢∂´102	2250	3134.91	C	N21	K36	1257	1330
”¢∂´102	2250	3134.91	C	N21	K37	1330	1366
”¢∂´102	2250	3134.91	B	N21	K32	1366	1415
”¢∂´102	2250	3134.91	B	N21	K33	1415	1467
”¢∂´102	2250	3134.91	B	N21	K34	1467	1511
”¢∂´102	2250	3134.91	B	N21	K35	1511	1581
”¢∂´102	2250	3134.91	B	N21	K36	1581	1656
”¢∂´102	2250	3134.91	B	N21	K37	1656	1740
”¢∂´102	2250	3134.91	B	N21	K4	1740	1816
”¢∂´102	2250	3134.91	A	N21	K4	1816	1881
”¢∂´102	2250	3134.91	A	N21	K41	1881	1938
”¢∂´102	2250	3134.91	A	N21	K42	1938	1998
”¢∂´102	2250	3134.91	A	N21	K43	1998	2057
”¢∂´102	2250	3134.91	A	N21	K44	2057	2136
”¢∂´102	2250	3134.91	A	N21	K45	2136	2224
”¢∂´102	2250	3134.91	A	N21	K46	2224	2250
”¢∂´103	2750	3052.44	C	N22	K26	536	585
”¢∂´103	2750	3052.44	C	N22	K27	585	632
”¢∂´103	2750	3052.44	C	N22	K28	632	694
”¢∂´103	2750	3052.44	C	N22	K29	694	750
”¢∂´103	2750	3052.44	C	N22	K210	750	816
”¢∂´103	2750	3052.44	C	N22	K211	816	863
”¢∂´103	2750	3052.44	C	N22	K212	863	921
”¢∂´103	2750	3052.44	C	N21	K3	921	982
”¢∂´103	2750	3052.44	C	N21	K31	982	1071
”¢∂´103	2750	3052.44	B	N21	K31	1071	1129
”¢∂´103	2750	3052.44	B	N21	K32	1129	1179
”¢∂´103	2750	3052.44	B	N21	K33	1179	1215
”¢∂´103	2750	3052.44	B	N21	K34	1215	1260
”¢∂´103	2750	3052.44	B	N21	K35	1260	1324
”¢∂´103	2750	3052.44	B	N21	K36	1324	1390
”¢∂´103	2750	3052.44	B	N21	K37	1390	1461
”¢∂´103	2750	3052.44	B	N21	K4	1461	1531
”¢∂´103	2750	3052.44	B	N21	K41	1531	1589
”¢∂´103	2750	3052.44	B	N21	K42	1589	1653
”¢∂´103	2750	3052.44	B	N21	K43	1653	1713
”¢∂´103	2750	3052.44	B	N21	K44	1713	1784
”¢∂´103	2750	3052.44	B	N21	K45	1784	1874
”¢∂´103	2750	3052.44	B	N21	K46	1874	1992
”¢∂´103	2750	3052.44	A	N21	K4	1992	2061
”¢∂´103	2750	3052.44	A	N21	K41	2061	2113
”¢∂´103	2750	3052.44	A	N21	K42	2113	2178
”¢∂´103	2750	3052.44	A	N21	K43	2178	2239
”¢∂´103	2750	3052.44	A	N21	K44	2239	2314
”¢∂´103	2750	3052.44	A	N21	K45	2314	2404
”¢∂´103	2750	3052.44	A	N21	K46	2404	2542
”¢∂´103	2750	3052.44	A	N21	K47	2542	2616
”¢∂´103	2750	3052.44	A	N21	K48	2616	2750
”¢∂´104	2650	3023.51	B	N22	K26	645	696
”¢∂´104	2650	3023.51	B	N22	K27	696	741
”¢∂´104	2650	3023.51	B	N22	K28	741	808
”¢∂´104	2650	3023.51	B	N22	K29	808	860
”¢∂´104	2650	3023.51	B	N22	K210	860	919
”¢∂´104	2650	3023.51	B	N22	K211	919	967
”¢∂´104	2650	3023.51	B	N22	K212	967	1035
”¢∂´104	2650	3023.51	B	N21	K3	1035	1100
”¢∂´104	2650	3023.51	B	N21	K31	1100	1156
”¢∂´104	2650	3023.51	B	N21	K32	1156	1206
”¢∂´104	2650	3023.51	B	N21	K33	1206	1258
”¢∂´104	2650	3023.51	B	N21	K34	1258	1310
”¢∂´104	2650	3023.51	B	N21	K35	1310	1378
”¢∂´104	2650	3023.51	B	N21	K36	1378	1455
”¢∂´104	2650	3023.51	B	N21	K37	1455	1511
”¢∂´104	2650	3023.51	B	N21	K4	1511	1578
”¢∂´104	2650	3023.51	B	N21	K41	1578	1630
”¢∂´104	2650	3023.51	B	N21	K42	1630	1693
”¢∂´104	2650	3023.51	B	N21	K43	1693	1750
”¢∂´104	2650	3023.51	B	N21	K44	1750	1824
”¢∂´104	2650	3023.51	B	N21	K43	1824	1886
”¢∂´104	2650	3023.51	B	N21	K44	1886	1953
”¢∂´104	2650	3023.51	B	N21	K45	1953	2045
”¢∂´104	2650	3023.51	B	N21	K46	2045	2130
”¢∂´104	2650	3023.51	B	N21	K47	2130	2251
”¢∂´104	2650	3023.51	A	N21	K41	2251	2303
”¢∂´104	2650	3023.51	A	N21	K42	2303	2366
”¢∂´104	2650	3023.51	A	N21	K43	2366	2430
”¢∂´104	2650	3023.51	A	N21	K44	2430	2509
”¢∂´104	2650	3023.51	A	N21	K45	2509	2562
”¢∂´104	2650	3023.51	YX	N21	YX	2562	2650
”¢∂´105	2000	3000.63	A	N22	K27	962	1010
”¢∂´105	2000	3000.63	A	N22	K28	1010	1074
”¢∂´105	2000	3000.63	A	N22	K29	1074	1129
”¢∂´105	2000	3000.63	A	N22	K210	1129	1193
”¢∂´105	2000	3000.63	A	N22	K211	1193	1244
”¢∂´105	2000	3000.63	A	N22	K212	1244	1315
”¢∂´105	2000	3000.63	A	N21	K3	1315	1385
”¢∂´105	2000	3000.63	A	N21	K31	1385	1459
”¢∂´105	2000	3000.63	A	N21	K32	1459	1516
”¢∂´105	2000	3000.63	A	N21	K33	1516	1568
”¢∂´105	2000	3000.63	A	N21	K34	1568	1620
”¢∂´105	2000	3000.63	A	N21	K35	1620	1696
”¢∂´105	2000	3000.63	A	N21	K36	1696	1736
”¢∂´105	2000	3000.63	YX	N22	K21	1736	1837
”¢∂´105	2000	3000.63	YX	N22	K22	1837	1942
”¢∂´105	2000	3000.63	YX	N22	K23	1942	2000
”¢∂´106	2760	3174.02	C	N22	K24	486	671
”¢∂´106	2760	3174.02	C	N22	K26	671	722
”¢∂´106	2760	3174.02	C	N22	K27	722	770
”¢∂´106	2760	3174.02	C	N22	K28	770	833
”¢∂´106	2760	3174.02	C	N22	K29	833	886
”¢∂´106	2760	3174.02	C	N22	K210	886	954
”¢∂´106	2760	3174.02	C	N22	K211	954	1000
”¢∂´106	2760	3174.02	C	N22	K212	1000	1065
”¢∂´106	2760	3174.02	C	N21	K3	1065	1126
”¢∂´106	2760	3174.02	C	N21	K31	1126	1187
”¢∂´106	2760	3174.02	C	N21	K32	1187	1238
”¢∂´106	2760	3174.02	C	N21	K33	1238	1286
”¢∂´106	2760	3174.02	C	N21	K34	1286	1335
”¢∂´106	2760	3174.02	C	N21	K35	1335	1406
”¢∂´106	2760	3174.02	C	N21	K36	1406	1484
”¢∂´106	2760	3174.02	C	N21	K37	1484	1564
”¢∂´106	2760	3174.02	C	N21	K4	1564	1635
”¢∂´106	2760	3174.02	C	N21	K41	1635	1687
”¢∂´106	2760	3174.02	C	N21	K42	1687	1752
”¢∂´106	2760	3174.02	C	N21	K43	1752	1810
”¢∂´106	2760	3174.02	C	N21	K44	1810	1883
”¢∂´106	2760	3174.02	C	N21	K45	1883	1971
”¢∂´106	2760	3174.02	C	N21	K46	1971	2060
”¢∂´106	2760	3174.02	C	N21	K47	2060	2080
”¢∂´106	2760	3174.02	C	N21	K46	2080	2166
”¢∂´106	2760	3174.02	C	N21	K47	2166	2240
”¢∂´106	2760	3174.02	C	N21	K48	2240	2313
”¢∂´106	2760	3174.02	C	N1	K5	2313	2760
”¢∂´107	3300	3098.14	C	N22	K26	492	546
”¢∂´107	3300	3098.14	C	N22	K27	546	593
”¢∂´107	3300	3098.14	C	N22	K28	593	647
”¢∂´107	3300	3098.14	C	N22	K29	647	702
”¢∂´107	3300	3098.14	C	N22	K210	702	764
”¢∂´107	3300	3098.14	C	N22	K211	764	808
”¢∂´107	3300	3098.14	C	N22	K212	808	868
”¢∂´107	3300	3098.14	C	N21	K3	868	930
”¢∂´107	3300	3098.14	C	N21	K31	930	1004
”¢∂´107	3300	3098.14	B	N22	K28	1004	1068
”¢∂´107	3300	3098.14	B	N22	K29	1068	1119
”¢∂´107	3300	3098.14	B	N22	K210	1119	1180
”¢∂´107	3300	3098.14	B	N22	K211	1180	1220
”¢∂´107	3300	3098.14	B	N22	K212	1220	1281
”¢∂´107	3300	3098.14	B	N21	K3	1281	1325
”¢∂´107	3300	3098.14	A	N21	K3	1325	1382
”¢∂´107	3300	3098.14	A	N21	K31	1382	1442
”¢∂´107	3300	3098.14	A	N21	K32	1442	1489
”¢∂´107	3300	3098.14	A	N21	K33	1489	1541
”¢∂´107	3300	3098.14	A	N21	K34	1541	1591
”¢∂´107	3300	3098.14	A	N21	K35	1591	1664
”¢∂´107	3300	3098.14	A	N21	K36	1664	1742
”¢∂´107	3300	3098.14	A	N21	K37	1742	1820
”¢∂´107	3300	3098.14	A	N21	K4	1820	1896
”¢∂´107	3300	3098.14	A	N21	K41	1896	1950
”¢∂´107	3300	3098.14	A	N21	K42	1950	2016
”¢∂´107	3300	3098.14	A	N21	K43	2016	2297
”¢∂´107	3300	3098.14	YX	N22	K27	2297	2343
”¢∂´107	3300	3098.14	YX	N22	K28	2343	2410
”¢∂´107	3300	3098.14	YX	N22	K29	2410	2472
”¢∂´107	3300	3098.14	YX	N22	K210	2472	2539
”¢∂´107	3300	3098.14	YX	N22	K211	2539	2595
”¢∂´107	3300	3098.14	YX	N22	K212	2595	2665
”¢∂´107	3300	3098.14	YX	N21	K3	2665	2714
”¢∂´107	3300	3098.14	YX	N21	K31	2714	2768
”¢∂´107	3300	3098.14	YX	N21	K32	2768	2816
”¢∂´107	3300	3098.14	YX	N21	K33	2816	2864
”¢∂´107	3300	3098.14	YX	N21	K34	2864	2916
”¢∂´107	3300	3098.14	YX	N21	K35	2916	2979
”¢∂´107	3300	3098.14	YX	N21	K36	2979	3059
”¢∂´107	3300	3098.14	YX	N21	K37	3059	3143
”¢∂´107	3300	3098.14	YX	N21	K4	3143	3216
”¢∂´107	3300	3098.14	YX	N21	K41	3216	3273
”¢∂´107	3300	3098.14	YX	N21	K42	3273	3300
”¢∂´108	3420	3141.05	C	N22	K25	502	573
”¢∂´108	3420	3141.05	C	N22	K26	573	620
”¢∂´108	3420	3141.05	C	N22	K27	620	668
”¢∂´108	3420	3141.05	C	N22	K28	668	726
”¢∂´108	3420	3141.05	C	N22	K29	726	780
”¢∂´108	3420	3141.05	C	N22	K210	780	848
”¢∂´108	3420	3141.05	C	N22	K211	848	892
”¢∂´108	3420	3141.05	C	N22	K212	892	958
”¢∂´108	3420	3141.05	C	N21	K3	958	1015
”¢∂´108	3420	3141.05	C	N21	K31	1015	1097
”¢∂´108	3420	3141.05	C	N21	K32	1097	1148
”¢∂´108	3420	3141.05	C	N21	K33	1148	1194
”¢∂´108	3420	3141.05	C	N21	K34	1194	1242
”¢∂´108	3420	3141.05	C	N21	K35	1242	1295
”¢∂´108	3420	3141.05	A	N22	K211	1295	1346
”¢∂´108	3420	3141.05	A	N22	K212	1346	1420
”¢∂´108	3420	3141.05	A	N21	K3	1420	1476
”¢∂´108	3420	3141.05	A	N21	K31	1476	1540
”¢∂´108	3420	3141.05	A	N21	K32	1540	1590
”¢∂´108	3420	3141.05	A	N21	K33	1590	1636
”¢∂´108	3420	3141.05	A	N21	K34	1636	1678
”¢∂´108	3420	3141.05	A	N21	K35	1678	1746
”¢∂´108	3420	3141.05	A	N21	K36	1746	1827
”¢∂´108	3420	3141.05	A	N21	K37	1827	1914
”¢∂´108	3420	3141.05	A	N21	K4	1914	1976
”¢∂´108	3420	3141.05	A	N21	K41	1976	2026
”¢∂´108	3420	3141.05	A	N21	K42	2026	2100
”¢∂´108	3420	3141.05	A	N21	K43	2100	2160
”¢∂´108	3420	3141.05	A	N21	K44	2160	2228
”¢∂´108	3420	3141.05	A	N21	K45	2228	2360
”¢∂´108	3420	3141.05	YX	N22	K29	2360	2404
”¢∂´108	3420	3141.05	YX	N22	K210	2404	2467
”¢∂´108	3420	3141.05	YX	N22	K211	2467	2508
”¢∂´108	3420	3141.05	YX	N22	K212	2508	2576
”¢∂´108	3420	3141.05	YX	N21	K3	2576	2638
”¢∂´108	3420	3141.05	YX	N21	K31	2638	2698
”¢∂´108	3420	3141.05	YX	N21	K32	2698	2752
”¢∂´108	3420	3141.05	YX	N21	K33	2752	2802
”¢∂´108	3420	3141.05	YX	N21	K34	2802	2854
”¢∂´108	3420	3141.05	YX	N21	K35	2854	2916
”¢∂´108	3420	3141.05	YX	N21	K36	2916	3002
”¢∂´108	3420	3141.05	YX	N21	K37	3002	3078
”¢∂´108	3420	3141.05	YX	N21	K4	3078	3144
”¢∂´108	3420	3141.05	YX	N21	K41	3144	3194
”¢∂´108	3420	3141.05	YX	N21	K42	3194	3261
”¢∂´108	3420	3141.05	YX	N21	K43	3261	3325
”¢∂´108	3420	3141.05	YX	N21	K44	3325	3399
”¢∂´108	3420	3141.05	YX	N21	K45	3399	3420
”¢∂´109	2580	3130.79	C	N22	K26	703	754
”¢∂´109	2580	3130.79	C	N22	K27	754	800
”¢∂´109	2580	3130.79	C	N22	K28	800	863
”¢∂´109	2580	3130.79	C	N22	K29	863	915
”¢∂´109	2580	3130.79	C	N22	K210	915	978
”¢∂´109	2580	3130.79	C	N22	K211	978	1026
”¢∂´109	2580	3130.79	C	N22	K212	1026	1099
”¢∂´109	2580	3130.79	C	N21	K3	1099	1152
”¢∂´109	2580	3130.79	C	N21	K31	1152	1210
”¢∂´109	2580	3130.79	C	N21	K32	1210	1263
”¢∂´109	2580	3130.79	C	N21	K33	1263	1310
”¢∂´109	2580	3130.79	C	N21	K34	1310	1355
”¢∂´109	2580	3130.79	C	N21	K35	1355	1422
”¢∂´109	2580	3130.79	C	N21	K36	1422	1496
”¢∂´109	2580	3130.79	C	N21	K37	1496	1581
”¢∂´109	2580	3130.79	C	N21	K4	1581	1641
”¢∂´109	2580	3130.79	C	N21	K41	1641	1700
”¢∂´109	2580	3130.79	C	N21	K42	1700	1762
”¢∂´109	2580	3130.79	C	N21	K43	1762	1821
”¢∂´109	2580	3130.79	C	N21	K44	1821	1901
”¢∂´109	2580	3130.79	C	N21	K45	1901	1969
”¢∂´109	2580	3130.79	B	N21	K45	1969	2060
”¢∂´109	2580	3130.79	B	N21	K46	2060	2125
”¢∂´109	2580	3130.79	B	N21	K46	2125	2220
”¢∂´109	2580	3130.79	B	N21	K47	2220	2296
”¢∂´109	2580	3130.79	B	N21	K48	2296	2366
”¢∂´109	2580	3130.79	B	N1	K5	2366	2580
”¢∂´110	3500	3187.34	C	N22	K26	474	523
”¢∂´110	3500	3187.34	C	N22	K27	523	904
”¢∂´110	3500	3187.34	C	N21	K31	904	1063
”¢∂´110	3500	3187.34	C	N21	K34	1063	1108
”¢∂´110	3500	3187.34	C	N21	K35	1108	1180
”¢∂´110	3500	3187.34	C	N21	K36	1180	3500
”¢∂´112	2200	3085.8	C	N22	K25	432	511
”¢∂´112	2200	3085.8	C	N22	K26	511	566
”¢∂´112	2200	3085.8	C	N22	K27	566	614
”¢∂´112	2200	3085.8	C	N22	K28	614	680
